,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
360,Marko Malenica,12.0,1080.0,90.0,191.0,84.0,28,6.93,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.17,0.47,0.0,0.0,69.4,0.0,0.0,0.0,0.17,0.0,1.33,-8.06,-0.03,23.0,4.0,19.0,0.0,1.0,0.0,0.0,Croatia (Prva HNL),0.2,109,46.0,-5.707196029776674,0.0,0.06425925925925927,€0 - €85K,42500.0
361,Soni Mustivar,15.0,1226.0,81.73333333333333,175.0,77.0,32,6.9,1.0,0.07,0.2,0.0,0.84,0.29,0.22,0.88,0.92,0.0,0.0,162.7,0.82,0.0,20.0,1.25,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.55,0.0,France (National 3 Île-de-France),0.85,98,0.0,0.0,1.1904761904761905,0.13270799347471451,€12K - €120K,66000.0
362,Zoran Arsenić,17.0,1530.0,90.0,187.0,75.0,28,6.93,2.0,0.12,0.4,0.0,0.14,0.06,0.12,0.47,0.86,0.23,0.88,118.9,0.69,0.0,20.0,1.12,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,1.0,Poland (Ekstraklasa),0.87,108,0.0,0.0,14.285714285714285,0.0777124183006536,€400K - €1.4M,900000.0
363,Tomás Araújo,11.0,990.0,90.0,188.0,81.0,20,7.17,0.0,0.0,0.2,0.0,1.11,0.18,0.0,0.36,0.95,0.0,0.0,120.7,0.89,3.0,6.0,2.09,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,2.0,Portugal (Liga Portugal 2),0.67,116,0.0,0.0,0.0,0.12191919191919193,€8.2M - €13.5M,10850000.0
364,Derik Osede,16.0,1356.0,84.75,182.0,75.0,29,7.0,0.0,0.0,0.17,0.0,1.15,0.07,0.0,0.33,0.94,0.0,0.13,160.7,0.7,5.0,11.0,2.99,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.94,1.0,France (Ligue 2),0.9,111,0.0,0.0,0.0,0.1185103244837758,€22K - €220K,121000.0
365,Lars Kramer,12.0,1019.0,84.91666666666667,192.0,86.0,23,7.1,0.0,0.0,0.29,0.0,2.27,0.18,0.0,0.09,0.94,0.0,0.0,112.8,0.8,2.0,11.0,2.21,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.13,1.0,Holland (Eerste Divisie),0.73,110,0.0,0.0,0.0,0.11069676153091265,€900K - €2.1M,1500000.0
366,André Teixeira,11.0,1027.0,93.36363636363636,180.0,73.0,29,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.18,22.3,0.71,0.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,Cyprus (A' Katigorías),1.0,109,0.0,0.0,0.0,0.021713729308666017,€45K - €450K,247500.0
367,Jakub Jugas,16.0,1425.0,89.0625,186.0,79.0,30,7.24,0.0,0.0,0.17,0.0,0.93,0.06,0.0,0.32,0.8,0.44,0.19,74.4,0.69,2.0,18.0,1.26,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.47,1.0,Poland (Ekstraklasa),0.57,112,0.0,0.0,0.0,0.05221052631578948,€150K - €1.5M,825000.0
368,Davide Barosi,15.0,1340.0,89.33333333333333,187.0,82.0,22,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.47,0.0,0.0,99.3,0.0,0.0,0.0,0.0,0.0,1.01,0.0,-0.03,12.0,12.0,15.0,0.0,1.0,0.0,0.0,Italy (Lega Nazionale Dilettanti E),0.0,111,39.0,0.0,0.0,0.07410447761194029,€200K - €650K,425000.0
369,Gerrit Nauber,12.0,1071.0,89.25,185.0,74.0,30,6.94,1.0,0.08,0.25,0.0,1.84,0.09,0.0,0.08,0.94,0.0,0.17,127.5,0.8,0.0,8.0,2.1,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.61,1.0,Holland (Eredivisie),0.78,111,0.0,0.0,0.5434782608695652,0.11904761904761904,€800K - €8M,4400000.0
370,João Gamboa,16.0,1381.0,86.3125,187.0,73.0,26,6.98,0.0,0.0,0.25,0.0,0.77,0.99,0.26,0.46,0.93,0.0,0.2,192.5,0.73,0.0,21.0,0.65,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,1.0,Portugal (Primeira Liga),0.81,117,0.0,0.0,0.0,0.1393917451122375,€600K - €1.4M,1000000.0
371,Aslak Witry,11.0,974.0,88.54545454545455,178.0,74.0,26,6.81,0.0,0.0,0.0,0.0,0.89,0.65,0.09,1.94,0.89,0.25,2.68,141.0,0.7,0.0,17.0,2.86,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,4.0,Holland (Eredivisie),0.79,132,0.0,0.0,0.0,0.14476386036960986,€5.2M - €7.8M,6500000.0
372,Aymen Boutoutaou,13.0,987.0,75.92307692307692,169.0,63.0,21,6.75,1.0,0.09,0.32,0.0,3.31,0.09,0.18,1.37,0.85,0.47,0.91,146.4,0.43,0.0,26.0,1.28,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,1.0,France (Ligue 2),0.77,106,0.0,0.0,0.3021148036253776,0.14832826747720365,€100K - €1M,550000.0
373,Benjamin Karamoko,18.0,1583.0,87.94444444444444,187.0,77.0,27,6.92,0.0,0.0,0.0,0.0,0.57,0.18,0.0,0.17,0.92,0.5,0.23,187.4,0.83,5.0,18.0,2.33,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82,1.0,Belgium (Pro League),0.67,108,0.0,0.0,0.0,0.11838281743524953,€20K - €190K,105000.0
374,Kôsuke Nakamura,13.0,1170.0,90.0,185.0,82.0,27,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.51,0.0,0.0,75.1,0.0,0.0,3.0,0.0,0.0,1.15,0.0,-0.02,10.0,11.0,35.0,0.0,3.0,0.0,0.0,Portugal (Primeira Liga),0.0,111,56.0,0.0,0.0,0.06418803418803418,€70K - €700K,385000.0
375,Yann Boé-Kane,15.0,1350.0,90.0,185.0,76.0,31,6.9,2.0,0.13,0.43,0.0,0.91,0.07,0.07,0.67,0.93,0.2,0.0,167.5,0.73,1.0,16.0,2.4,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,France (Ligue 2),0.81,107,0.0,0.0,2.1978021978021975,0.12407407407407407,€30K - €325K,177500.0
376,Ousmane Kanté,15.0,1350.0,90.0,182.0,81.0,33,7.02,1.0,0.07,0.14,0.0,0.73,0.0,0.07,0.2,0.92,0.11,0.2,165.0,0.85,4.0,19.0,2.73,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,1.0,France (Ligue 2),0.88,103,0.0,0.0,1.36986301369863,0.12222222222222222,€28K - €275K,151500.0
377,Patrick William,16.0,1315.0,82.1875,185.0,78.0,25,7.06,1.0,0.07,0.25,0.0,1.51,0.42,0.0,0.68,0.92,0.45,0.34,164.9,0.82,2.0,19.0,3.9,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.39,4.0,Portugal (Primeira Liga),0.79,127,0.0,0.0,0.6622516556291391,0.12539923954372623,€550K - €5.4M,2975000.0
378,Gonçalo Tabuaço,12.0,1003.0,83.58333333333333,189.0,83.0,21,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.55,0.0,0.0,66.4,0.0,0.0,1.0,0.0,0.0,0.81,0.0,-0.04,4.0,10.0,19.0,0.0,2.0,0.0,0.0,Portugal (Liga Portugal 2),0.0,105,33.0,0.0,0.0,0.06620139581256232,€55K - €550K,302500.0
379,Emmanuel Ntim,11.0,930.0,84.54545454545455,179.0,72.0,26,7.0,0.0,0.0,0.15,0.0,1.32,0.12,0.19,1.26,0.91,0.18,1.06,129.3,0.72,2.0,13.0,3.29,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.71,1.0,France (National 2 Groupe C),1.0,110,0.0,0.0,0.0,0.13903225806451613,€170K - €1.7M,935000.0
380,Hugo Gomes,13.0,1170.0,90.0,187.0,82.0,27,7.09,0.0,0.0,0.13,0.0,0.74,0.09,0.0,0.08,0.93,0.0,0.15,135.7,0.87,0.0,15.0,2.46,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.46,2.0,Portugal (Liga Portugal 2),0.8,115,0.0,0.0,0.0,0.11598290598290598,€65K - €650K,357500.0
381,Luciano Gómez,21.0,1829.0,87.0952380952381,163.0,66.0,26,6.66,0.0,0.0,0.13,0.0,0.59,0.05,0.1,0.84,0.87,0.12,1.28,182.9,0.61,1.0,34.0,1.92,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,4.0,Argentina (Liga Profesional),0.92,120,0.0,0.0,0.0,0.1,€230K - €2.3M,1265000.0
382,Opa Sanganté,11.0,1070.0,97.27272727272727,188.0,87.0,31,6.89,0.0,0.0,0.33,0.0,0.53,0.17,0.08,0.34,0.92,0.4,0.08,125.4,0.72,3.0,9.0,3.28,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.04,1.0,France (Ligue 2),0.83,105,0.0,0.0,0.0,0.117196261682243,€40K,20002.0
383,Simone Della Latta,12.0,1110.0,92.5,186.0,83.0,29,6.88,0.0,0.0,0.0,0.0,0.94,0.53,0.0,0.16,0.96,0.0,0.0,130.3,0.74,2.0,9.0,3.49,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.03,1.0,Italy (Serie B),0.85,112,0.0,0.0,0.0,0.1173873873873874,€230K - €2.3M,1265000.0
384,Bruno Amione,11.0,888.0,80.72727272727273,186.0,82.0,20,7.11,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.2,0.91,0.0,0.1,102.9,0.89,1.0,4.0,3.75,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.59,0.0,Italy (Serie B),0.78,118,0.0,0.0,0.0,0.11587837837837839,€5.4M - €9M,7200000.0
385,Magnus Mattsson,12.0,828.0,69.0,174.0,63.0,23,6.94,2.0,0.22,0.47,0.0,1.87,0.22,0.0,1.3,0.86,0.26,1.09,122.4,0.55,0.0,4.0,1.74,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,1.0,Holland (Eerste Divisie),0.56,126,0.0,0.0,1.06951871657754,0.14782608695652175,€5.4M - €7.4M,6400000.0
386,Leonard Zuta,29.0,2610.0,90.0,180.0,75.0,30,7.02,1.0,0.03,0.11,0.0,0.1,0.0,0.03,0.38,0.84,0.26,0.17,102.0,0.68,3.0,41.0,1.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,6.0,Norway (Eliteserien),0.85,117,0.0,0.0,10.0,0.03908045977011494,€130K - €1.3M,715000.0
387,Žiga Frelih,14.0,1093.0,78.07142857142857,197.0,84.0,24,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.44,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0.0,1.56,0.0,-0.05,7.0,7.0,26.0,0.0,1.0,0.0,0.0,Portugal (Primeira Liga),0.0,126,40.0,0.0,0.0,0.06843549862763038,€475K - €1.6M,1037500.0
388,Hidemasa Morita,16.0,1368.0,85.5,177.0,74.0,27,7.21,0.0,0.0,0.22,0.0,0.21,0.36,0.33,0.92,0.93,0.16,0.0,180.2,0.61,0.0,12.0,0.92,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.36,0.0,Portugal (Primeira Liga),0.83,138,0.0,0.0,0.0,0.1317251461988304,€8.2M - €13.5M,10850000.0
389,Tesfaldet Tekie,13.0,1147.0,88.23076923076923,170.0,63.0,25,7.29,3.0,0.24,0.5,0.0,0.96,0.51,0.24,2.12,0.87,0.22,0.31,156.6,0.69,1.0,3.0,1.02,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.77,1.0,Holland (Eredivisie),0.55,121,0.0,0.0,3.125,0.13653007846556234,€1.2M - €12M,6600000.0
390,Maroine Mihoubi,12.0,1138.0,94.83333333333333,187.0,80.0,23,7.02,0.0,0.0,0.2,0.0,0.92,0.0,0.08,0.16,0.93,0.0,0.24,122.8,0.84,0.0,6.0,1.9,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,0.0,France (Ligue 2),0.83,98,0.0,0.0,0.0,0.10790861159929702,€55K - €550K,302500.0
391,Sonny Stevens,13.0,1110.0,85.38461538461539,195.0,95.0,30,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.53,0.0,0.0,76.3,0.0,0.0,0.0,0.0,0.0,0.81,0.0,-0.03,12.0,8.0,29.0,0.0,4.0,0.0,0.0,Holland (Eredivisie),0.0,112,49.0,0.0,0.0,0.06873873873873873,€130K - €1.3M,715000.0
392,Pedro Pacheco,13.0,1117.0,85.92307692307692,187.0,82.0,25,6.86,1.0,0.08,0.1,0.0,0.97,0.2,0.0,0.24,0.93,0.0,0.0,122.4,0.73,2.0,11.0,2.66,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,Portugal (Liga Portugal 2),0.82,108,0.0,0.0,1.0309278350515465,0.10957923008057296,€35K - €325K,180000.0
393,Jackson Porozo,17.0,1530.0,90.0,193.0,85.0,22,6.92,2.0,0.12,0.2,0.0,1.49,0.2,0.0,0.06,0.94,0.0,0.12,186.7,0.83,1.0,19.0,2.12,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,Portugal (Primeira Liga),1.0,127,0.0,0.0,1.342281879194631,0.12202614379084967,€2.2M - €4.9M,3550000.0
394,Luís Silva,11.0,990.0,90.0,185.0,78.0,30,7.1,3.0,0.27,0.63,1.0,1.8,1.04,0.09,0.73,0.91,0.16,0.0,132.7,0.53,0.0,16.0,1.82,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,5.18,0.0,Portugal (FPF Liga 3),0.82,109,0.0,0.0,1.6666666666666665,0.13404040404040402,€250K - €850K,550000.0
395,Luís Silva,11.0,990.0,90.0,185.0,78.0,30,7.1,3.0,0.27,0.63,1.0,1.8,1.04,0.09,0.73,0.91,0.16,0.0,132.7,0.53,0.0,16.0,1.82,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,5.18,0.0,Portugal (FPF Liga 3),0.82,109,0.0,0.0,1.6666666666666665,0.13404040404040402,€160K - €1.6M,880000.0
396,Luís Silva,16.0,1440.0,90.0,184.0,81.0,23,6.86,1.0,0.06,0.5,0.0,1.12,0.25,0.12,0.12,0.94,0.0,0.12,145.9,0.68,0.0,12.0,1.94,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.88,2.0,Cyprus (A' Katigorías),0.92,105,0.0,0.0,0.8928571428571428,0.10131944444444445,€250K - €850K,550000.0
397,Luís Silva,16.0,1440.0,90.0,184.0,81.0,23,6.86,1.0,0.06,0.5,0.0,1.12,0.25,0.12,0.12,0.94,0.0,0.12,145.9,0.68,0.0,12.0,1.94,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.88,2.0,Cyprus (A' Katigorías),0.92,105,0.0,0.0,0.8928571428571428,0.10131944444444445,€160K - €1.6M,880000.0
398,Youssoupha Ndiaye,16.0,1418.0,88.625,189.0,84.0,25,6.85,0.0,0.0,0.0,0.0,0.22,0.0,0.06,0.19,0.92,0.0,0.0,151.9,0.77,2.0,15.0,2.54,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2.0,France (Ligue 2),0.75,105,0.0,0.0,0.0,0.10712270803949224,€110K - €350K,230000.0
399,Ilija Vukotić,11.0,913.0,83.0,191.0,76.0,23,6.88,1.0,0.1,0.22,0.0,0.61,0.82,0.1,0.69,0.91,0.0,0.2,127.9,0.7,0.0,16.0,0.49,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,0.0,Portugal (Primeira Liga),0.81,117,0.0,0.0,1.639344262295082,0.14008762322015333,€210K - €2.1M,1155000.0
400,Sébastien Salles-Lamonge,16.0,1346.0,84.125,170.0,67.0,26,7.15,3.0,0.2,0.59,0.0,2.15,0.33,0.47,1.27,0.92,0.15,0.13,179.3,0.53,0.0,8.0,1.14,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.28,0.0,France (Ligue 2),1.0,103,0.0,0.0,1.3953488372093024,0.13320950965824666,€130K - €1.3M,715000.0
401,Niko Datkovic,11.0,979.0,89.0,190.0,82.0,29,6.73,0.0,0.0,0.33,0.0,0.39,0.09,0.09,0.18,0.93,0.14,0.0,118.0,0.71,0.0,9.0,2.85,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78,0.0,Austria (Admiral Bundesliga),1.0,108,0.0,0.0,0.0,0.1205311542390194,€140K - €1.4M,770000.0
402,Djibril Diani,13.0,1122.0,86.3076923076923,195.0,85.0,24,7.13,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.16,0.91,0.0,0.0,105.3,0.84,3.0,16.0,2.73,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,1.0,Switzerland (Challenge League),0.85,104,0.0,0.0,0.0,0.09385026737967914,€120K - €1.2M,660000.0
403,Alessio Di Massimo,16.0,1409.0,88.0625,178.0,80.0,26,7.18,9.0,0.57,0.63,0.0,3.61,0.26,0.06,0.96,0.86,0.0,0.57,159.4,0.3,0.0,23.0,0.32,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67,8.0,Italy (Lega Nazionale Dilettanti E),0.63,105,0.0,0.0,2.4930747922437675,0.11312987934705465,€26K - €275K,150500.0
404,Felipe Curcio,12.0,976.0,81.33333333333333,185.0,75.0,29,6.83,0.0,0.0,0.0,0.0,0.24,0.23,0.18,0.55,0.95,0.04,0.65,129.9,0.72,1.0,18.0,3.32,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,1.0,Italy (Serie B),0.95,106,0.0,0.0,0.0,0.13309426229508198,€110K - €1.1M,605000.0
405,Tomás Domingos,12.0,883.0,73.58333333333333,176.0,75.0,23,7.07,0.0,0.0,0.4,0.0,0.19,0.61,0.1,0.61,0.93,0.38,0.41,118.7,0.75,3.0,7.0,3.57,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.38,0.0,Portugal (Liga Portugal 2),0.91,114,0.0,0.0,0.0,0.13442808607021517,€325K - €1.1M,712500.0
406,Ivanildo Fernandes,14.0,1292.0,92.28571428571429,193.0,75.0,26,6.93,0.0,0.0,0.0,0.0,0.12,0.24,0.07,0.28,0.92,0.5,0.07,142.0,0.72,3.0,16.0,2.09,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.56,0.0,Portugal (Primeira Liga),0.93,119,0.0,0.0,0.0,0.10990712074303406,€1.4M - €3.3M,2350000.0
407,Luiz Júnior,17.0,1530.0,90.0,192.0,97.0,21,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.39,0.0,0.0,107.7,0.0,0.0,0.0,0.0,0.0,0.88,0.0,-0.03,19.0,8.0,22.0,0.0,2.0,0.0,0.0,Portugal (Primeira Liga),0.0,126,49.0,0.0,0.0,0.0703921568627451,€475K - €4.8M,2637500.0
408,Antoine Batisse,11.0,894.0,81.27272727272727,186.0,87.0,27,6.95,1.0,0.1,0.4,0.0,0.44,0.0,0.1,0.3,0.95,0.0,0.0,98.1,0.88,0.0,12.0,3.22,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,France (Ligue 2),0.63,104,0.0,0.0,2.272727272727273,0.10973154362416107,€18K - €170K,94000.0
409,Paná,12.0,966.0,80.5,186.0,79.0,30,6.74,0.0,0.0,0.33,0.0,1.69,1.59,0.09,0.75,0.89,0.25,0.56,142.8,0.71,0.0,11.0,1.86,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,Portugal (Liga Portugal 2),0.81,104,0.0,0.0,0.0,0.14782608695652175,€24K - €250K,137000.0
410,Bryan Passi,14.0,1085.0,77.5,189.0,78.0,25,6.74,0.0,0.0,0.25,0.0,0.52,0.0,0.0,0.17,0.95,1.0,0.0,124.3,0.82,4.0,16.0,2.49,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69,1.0,France (Ligue 2),0.71,108,0.0,0.0,0.0,0.11456221198156681,€20K - €210K,115000.0
411,Elton Monteiro,13.0,1170.0,90.0,192.0,82.0,28,7.14,1.0,0.08,0.13,0.0,0.61,0.38,0.0,0.15,0.93,0.0,0.08,131.4,0.85,4.0,8.0,3.15,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,Switzerland (Super League),0.77,112,0.0,0.0,1.639344262295082,0.11230769230769232,€160K - €1.6M,880000.0
412,Bruno Wilson,12.0,980.0,81.66666666666667,192.0,78.0,25,6.93,1.0,0.09,0.5,0.0,0.35,0.61,0.0,0.09,0.92,0.0,0.18,111.2,0.79,2.0,18.0,2.11,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,Portugal (Primeira Liga),0.86,119,0.0,0.0,2.857142857142857,0.11346938775510204,€160K - €1.6M,880000.0
413,Mato Miloš,11.0,985.0,89.54545454545455,175.0,70.0,29,6.68,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.1,0.89,0.36,0.27,135.2,0.77,3.0,20.0,2.01,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,1.0,Portugal (Liga Portugal 2),0.68,107,0.0,0.0,0.0,0.13725888324873095,€18K - €180K,99000.0
414,Simone Calvano,12.0,775.0,64.58333333333333,183.0,75.0,29,6.91,1.0,0.12,0.6,0.0,0.18,0.0,0.0,1.05,0.95,0.0,0.12,115.3,0.65,0.0,17.0,1.63,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.99,0.0,Italy (Serie B),0.91,103,0.0,0.0,5.555555555555555,0.14877419354838708,€130K - €1.3M,715000.0
415,Matija Horvat,12.0,956.0,79.66666666666667,180.0,80.0,23,6.53,0.0,0.0,0.5,0.0,0.44,0.0,0.0,0.0,0.94,1.0,0.09,104.4,0.79,1.0,8.0,1.98,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18,1.0,Austria (Admiral Bundesliga),0.9,111,0.0,0.0,0.0,0.10920502092050209,€275K - €2.7M,1487500.0
416,Mica,13.0,1084.0,83.38461538461539,171.0,65.0,29,7.02,1.0,0.08,0.22,0.0,1.86,1.4,0.17,1.33,0.89,0.27,0.25,145.1,0.6,0.0,11.0,1.08,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,3.49,2.0,Portugal (Liga Portugal 2),0.81,107,0.0,0.0,0.5376344086021505,0.1338560885608856,€100K - €325K,212500.0
417,Zech Medley,12.0,1080.0,90.0,195.0,89.0,22,6.56,0.0,0.0,0.25,0.0,0.84,0.0,0.08,0.17,0.95,0.0,0.08,125.5,0.81,1.0,8.0,2.67,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,3.0,Belgium (Pro League),0.83,114,0.0,0.0,0.0,0.1162037037037037,€3.5M - €7.6M,5550000.0
418,Virgil Ghiţă,16.0,1440.0,90.0,186.0,80.0,24,7.3,0.0,0.0,0.29,0.0,0.0,0.06,0.25,0.5,0.82,0.29,0.06,72.8,0.82,1.0,22.0,1.19,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.75,0.0,Poland (Ekstraklasa),0.97,110,0.0,0.0,0.0,0.050555555555555555,€75K - €750K,412500.0
419,Alex Gersbach,14.0,1229.0,87.78571428571429,183.0,72.0,25,6.81,0.0,0.0,0.67,0.0,0.35,0.0,0.07,0.81,0.9,0.29,0.59,168.9,0.72,1.0,17.0,2.93,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,4.0,France (Ligue 2),0.94,114,0.0,0.0,0.0,0.13742880390561432,€24K - €230K,127000.0
420,Isaak Touré,12.0,1011.0,84.25,204.0,99.0,19,7.07,1.0,0.09,0.67,0.0,0.27,0.09,0.0,0.36,0.93,0.5,0.09,120.3,0.89,6.0,4.0,2.31,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.89,0.0,France (Ligue 2),1.0,114,0.0,0.0,3.7037037037037033,0.11899109792284866,€400K - €3.9M,2150000.0
421,Rafael Brito,11.0,990.0,90.0,184.0,74.0,20,6.86,0.0,0.0,0.08,0.0,1.66,0.09,0.09,0.36,0.92,0.0,0.0,135.9,0.77,0.0,20.0,0.91,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,1.0,Portugal (Liga Portugal 2),0.83,110,0.0,0.0,0.0,0.13727272727272727,€6.2M - €10.5M,8350000.0
422,Zé Carlos,11.0,990.0,90.0,177.0,70.0,20,7.09,0.0,0.0,0.33,0.0,0.72,0.5,0.18,1.0,0.9,0.16,0.18,137.3,0.63,0.0,11.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,Portugal (FPF Liga 3),0.78,108,0.0,0.0,0.0,0.1386868686868687,€120K - €1.2M,660000.0
423,Mees Hoedemakers,12.0,957.0,79.75,178.0,68.0,24,7.01,0.0,0.0,0.11,0.0,1.25,2.44,0.09,0.85,0.89,0.36,0.09,135.0,0.73,0.0,11.0,0.94,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,1.0,Holland (Eredivisie),0.64,118,0.0,0.0,0.0,0.14106583072100312,€3.8M - €8.4M,6100000.0
424,Vitor Carvalho,15.0,1336.0,89.06666666666666,183.0,74.0,25,7.11,0.0,0.0,0.36,0.0,1.6,0.38,0.2,1.89,0.91,0.07,0.4,181.5,0.65,1.0,24.0,1.41,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,0.0,Portugal (Primeira Liga),0.96,124,0.0,0.0,0.0,0.13585329341317365,€2.2M - €5M,3600000.0
425,Lucas Barros,11.0,909.0,82.63636363636364,180.0,70.0,23,6.96,2.0,0.2,0.33,0.0,0.56,0.76,0.1,0.99,0.95,0.12,0.89,127.1,0.64,2.0,18.0,2.57,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,3.0,Portugal (FPF Liga 3),0.96,112,0.0,0.0,3.571428571428571,0.13982398239823982,€130K - €1.3M,715000.0
426,Alpha Sissoko,14.0,1151.0,82.21428571428571,178.0,68.0,25,6.86,1.0,0.08,0.14,0.0,1.34,0.16,0.0,0.39,0.93,0.21,0.86,160.1,0.8,0.0,25.0,3.44,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,3.0,France (Ligue 2),0.85,107,0.0,0.0,0.7462686567164178,0.13909643788010426,€65K - €650K,357500.0
